City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,walvis bay,-22.9575,14.5053,18.55,78,5,7.27,NA,1738530900
281,timimoun,29.2639,0.231,13.44,33,0,1.47,DZ,1738530902
282,puerto ayacucho,5.6639,-67.6236,35.43,31,28,4.21,VE,1738530903
283,bikenibeu village,1.3673,173.1241,26.98,89,40,5.14,KI,1738530904
284,tazovsky,67.4667,78.7,-30.24,94,6,3.59,RU,1738530906
285,mawu,34.4307,104.9176,-13.62,86,74,1.95,CN,1738530908
286,constantia,44.1833,28.65,7.61,85,100,4.6,RO,1738530756
287,thinadhoo,0.5333,72.9333,27.23,76,73,2.84,MV,1738530910
288,ancud,-41.8697,-73.8203,15.21,56,67,3.98,CL,1738530911
289,sedrata,36.1287,7.5338,4.44,90,8,1.02,DZ,1738530869
290,new norfolk,-42.7826,147.0587,18.84,62,32,1.06,AU,1738530913
291,west monroe,32.5185,-92.1476,23.0,33,0,2.57,US,1738530916
292,hamilton,39.1834,-84.5333,14.47,66,75,4.63,US,1738530765
293,marion,39.7684,-86.1555,12.41,69,75,4.63,US,1738530864
294,sirur,18.8333,74.3833,23.75,33,100,2.4,IN,1738530920
295,mana,5.6592,-53.7767,26.14,79,52,4.37,GF,1738530921
296,vadso,70.0744,29.7487,-3.91,68,40,8.23,NO,1738530923
297,kenai,60.5544,-151.2583,-7.7,76,0,1.54,US,1738530924
298,road town,18.4167,-64.6167,26.02,78,40,3.6,VG,1738530925
299,atherton,53.5237,-2.4935,6.83,65,83,1.79,GB,1738530926
300,san antonio de pale,-1.4014,5.6325,27.68,72,36,0.62,GQ,1738530927
301,necochea,-38.5473,-58.7368,35.78,26,77,7.13,AR,1738530902
302,caxias do sul,-29.1681,-51.1794,24.27,68,93,1.36,BR,1738530931
303,timbiqui,2.7717,-77.6654,26.41,90,100,2.87,CO,1738530916
304,polatli,39.5772,32.1413,5.11,69,83,0.9,TR,1738530933
305,quellon,-43.1167,-73.6167,13.96,61,96,1.08,CL,1738530878
306,fortaleza,-3.7227,-38.5247,29.07,74,20,5.14,BR,1738530784
307,guiuan,11.0333,125.7247,26.72,79,82,4.58,PH,1738530937
308,norilsk,69.3535,88.2027,-27.71,87,63,1.32,RU,1738530938
309,gobabis,-22.45,18.9667,24.33,50,60,8.48,NA,1738530939
310,buarcos,40.166,-8.8768,12.19,59,100,11.71,PT,1738530940
311,whitby,54.4877,-0.615,4.37,83,92,1.34,GB,1738530942
312,hong kong,22.2855,114.1577,17.36,92,100,6.71,HK,1738530381
313,aasiaat,68.7098,-52.8699,-22.87,98,100,1.4,GL,1738530910
314,djibouti,11.5,42.5,19.97,77,100,6.45,DJ,1738530945
315,meads,38.4126,-82.7091,17.25,50,20,7.15,US,1738530946
316,tofol,5.3248,163.0078,27.64,80,100,8.99,FM,1738530948
317,san rafael,-34.6177,-68.3301,37.55,20,41,5.83,AR,1738530949
318,maryville,35.7565,-83.9705,19.06,49,20,6.17,US,1738530810
319,kismayo,-0.3582,42.5454,24.39,85,92,8.23,SO,1738530951
320,natal,-5.795,-35.2094,28.36,74,40,4.63,BR,1738530768
321,bam,29.106,58.357,7.01,43,19,1.08,IR,1738530954
322,rio preto da eva,-2.6994,-59.6997,30.69,56,84,1.2,BR,1738530955
323,fuxin,42.0156,121.6589,-13.48,61,33,3.21,CN,1738530956
324,brasilia,-15.7797,-47.9297,23.51,73,75,3.09,BR,1738530810
325,utrik,11.2278,169.8474,26.36,77,20,11.3,MH,1738530960
326,vorgashor,67.5833,63.95,-27.8,87,7,3.39,RU,1738530961
327,salekhard,66.53,66.6019,-26.06,89,75,6.83,RU,1738530962
328,kabalo,-6.05,26.9167,22.55,95,100,1.12,CD,1738530963
329,surgut,61.25,73.4167,-23.9,84,20,4.0,RU,1738530964
330,bahia blanca,-38.7196,-62.2724,35.43,19,88,4.58,AR,1738530835
331,cruzeiro do sul,-29.5128,-51.9853,31.95,43,9,5.69,BR,1738530816
332,shambu,9.5667,37.1,13.8,42,75,0.67,ET,1738530968
333,demba,-5.51,22.2667,21.1,95,90,1.0,CD,1738530969
334,zhigalovo,54.8097,105.1578,-29.35,100,96,0.19,RU,1738530970
335,bom jesus,-9.0744,-44.3586,24.39,87,86,1.44,BR,1738530971
336,faya-largeau,17.9257,19.1043,21.42,13,94,5.2,TD,1738530972
337,murghob,38.1702,73.9667,-29.21,97,95,1.12,TJ,1738530973
338,moose jaw,50.4001,-105.5344,-22.94,88,22,5.15,CA,1738530772
339,dabou,5.3256,-4.3769,27.08,82,93,4.14,CI,1738530976
340,matthew town,20.95,-73.6667,26.59,65,0,8.7,BS,1738530977
341,urangan,-25.3,152.9,25.91,78,98,8.38,AU,1738530979
342,ulsteinvik,62.3432,5.8487,5.17,84,100,4.47,NO,1738530980
343,ad dilam,23.9915,47.1627,11.99,31,1,3.04,SA,1738530982
344,manakara,-22.1333,48.0167,24.91,93,100,2.86,MG,1738530983
345,ventnor,50.5948,-1.2037,3.57,65,61,1.05,GB,1738530984
346,russellville,35.2784,-93.1338,22.21,38,0,1.54,US,1738530985
347,port saint john's,-31.6229,29.5448,23.63,94,66,6.72,ZA,1738530986
348,jianshui,23.6363,102.8264,9.38,93,100,2.32,CN,1738530987
349,suva,-18.1416,178.4415,27.71,83,40,2.06,FJ,1738530944
350,sucre,-19.0333,-65.2627,18.55,45,90,2.91,BO,1738530990
351,dudinka,69.4058,86.1778,-36.42,100,53,0.49,RU,1738530991
352,bethanie,-26.4833,17.15,26.31,13,0,4.54,NA,1738530993
353,loiza,18.4313,-65.8802,26.98,86,40,5.14,PR,1738530994
354,salto de agua,17.6167,-92.3667,27.07,77,65,2.71,MX,1738530995
355,papao,-17.75,-149.55,30.82,71,12,5.14,PF,1738530997
356,divnoye,45.9089,43.3547,5.29,81,97,1.7,RU,1738530998
357,tinghir,31.5157,-5.5343,9.76,35,100,1.61,MA,1738530999
358,mpika,-11.8343,31.4529,17.07,96,100,1.04,ZM,1738531000
359,santana,-0.0583,-51.1817,26.1,94,40,3.09,BR,1738530974
360,tyukhtet,56.5389,89.3011,-14.6,97,100,1.92,RU,1738531002
361,bousso,10.4795,16.7117,26.96,17,39,3.47,TD,1738531003
362,kourou,5.1552,-52.6478,24.69,91,70,3.57,GF,1738531005
363,douz,33.4663,9.0203,12.75,42,1,4.09,TN,1738531006
364,island harbour,50.724,-1.2758,3.88,87,83,0.88,GB,1738531007
365,conceicao do araguaia,-8.2578,-49.2647,25.76,89,63,1.35,BR,1738531009
366,kilindoni,-7.9139,39.6668,27.21,78,59,7.34,TZ,1738531010
367,mariental,-24.6333,17.9667,29.99,28,11,8.0,NA,1738531012
368,salaga,8.5508,-0.5188,32.01,30,64,2.42,GH,1738531013
369,bandrele,-12.9067,45.1914,26.86,83,40,2.57,YT,1738531014
370,hailey,43.5196,-114.3153,3.29,84,100,4.12,US,1738531015
371,hilo,19.7297,-155.09,24.49,76,100,5.14,US,1738531016
372,kokoda,-8.8785,147.7407,25.01,94,100,0.24,PG,1738531017
373,flin flon,54.7682,-101.865,-15.94,90,100,4.48,CA,1738530966
374,yarmouth,41.7057,-70.2286,-0.51,69,40,2.57,US,1738531021
375,tura,25.5198,90.2201,14.72,57,13,1.56,IN,1738531023
376,santa ana,33.7456,-117.8678,24.95,54,20,4.63,US,1738531024
377,anaconda,46.1285,-112.9423,-0.18,88,100,1.49,US,1738531025
378,nizhnesortymskiy,62.4397,71.7603,-19.84,96,100,4.44,RU,1738531028
379,mogok,22.9167,96.5,11.12,50,45,0.65,MM,1738531029
380,buurhakaba,2.8026,44.0781,24.23,62,100,6.0,SO,1738531030
381,sorong,-0.8833,131.25,26.91,83,100,5.02,ID,1738531031
382,yemva,62.59,50.8594,-16.77,90,100,4.72,RU,1738531030
383,noumea,-22.2763,166.4572,27.22,99,100,7.74,NC,1738531033
384,ghat,24.9647,10.1728,15.15,24,99,4.32,LY,1738531036
385,ben gardane,33.1378,11.2197,14.35,43,36,4.94,TN,1738531037
386,najran,17.4924,44.1277,12.93,39,0,0.99,SA,1738531038
387,nouadhibou,20.931,-17.0347,17.15,77,0,10.98,MR,1738531039
388,albertina,-22.2008,-46.6158,20.76,93,100,1.65,BR,1738531040
389,korsakov,46.6328,142.7813,-9.09,95,93,2.79,RU,1738531041
390,shingu,33.7333,135.9833,8.17,89,100,1.68,JP,1738531043
391,villa gesell,-37.2639,-56.973,29.26,47,8,11.75,AR,1738531044
392,pita,10.8333,-12.5833,23.74,19,66,2.54,GN,1738531045
393,port macquarie,-31.4333,152.9167,22.26,99,95,1.34,AU,1738531046
394,estacion santa engracia,24.0159,-99.2015,29.16,29,0,4.39,MX,1738531047
395,san fernando,15.0286,120.6898,23.03,92,51,2.15,PH,1738530977
396,rongelap,11.1635,166.8941,26.54,82,66,10.35,MH,1738531051
397,tanabe,33.7333,135.3667,7.73,88,100,2.32,JP,1738531029
398,kosekoy,40.7534,30.0302,6.08,100,40,0.0,TR,1738531054
399,zeya,53.75,127.2667,-19.88,92,100,1.98,RU,1738531055
400,okha,53.5739,142.9478,-21.1,95,99,3.15,RU,1738531056
401,christchurch,-43.5333,172.6333,17.11,82,75,4.12,NZ,1738530757
402,takoradi,4.8845,-1.7554,26.67,85,9,3.65,GH,1738530916
403,gisborne,-38.6533,178.0042,17.2,70,95,1.71,NZ,1738531061
404,mossel bay,-34.1831,22.146,19.87,73,37,4.07,ZA,1738531062
405,berezovo,63.9381,65.0419,-25.28,96,100,5.34,RU,1738531063
406,porbandar,21.6422,69.6093,20.09,49,14,4.07,IN,1738531064
407,verkhnevilyuysk,63.4453,120.3167,-30.57,93,93,3.53,RU,1738531065
408,hithadhoo,-0.6,73.0833,27.46,75,32,2.28,MV,1738531067
409,wattegama,6.7989,81.4808,21.03,90,14,1.71,LK,1738531068
410,tanjung pandan,-2.75,107.65,26.08,83,100,4.21,ID,1738531069
411,kokopo,-4.352,152.2633,26.9,79,100,1.34,PG,1738531070
412,peterhead,57.5058,-1.7981,5.87,90,95,3.1,GB,1738531071
413,gebeit,21.0667,36.3167,16.7,45,47,2.86,SD,1738531072
414,yashikira,9.7667,3.4,28.19,20,24,1.49,NG,1738531073
415,antofagasta,-23.65,-70.4,22.6,74,3,3.0,CL,1738530886
416,zabid,14.1951,43.3152,24.04,65,62,1.16,YE,1738531076
417,yakeshi,49.2833,120.7333,-30.25,100,100,1.35,CN,1738531077
418,coquimbo,-29.9533,-71.3436,18.85,75,20,5.66,CL,1738530870
419,copala,16.65,-98.9833,28.81,52,5,3.84,MX,1738531079
420,saint-pierre,-21.3393,55.4781,28.82,79,20,3.09,RE,1738531081
421,taoudenni,22.6783,-3.9836,16.56,20,0,4.38,ML,1738531082
422,nova xavantina,-14.6667,-52.35,22.44,97,100,1.41,BR,1738530923
423,salinas,36.6777,-121.6555,19.6,70,100,4.12,US,1738531010
424,grand falls-windsor,48.9332,-55.6649,-11.94,70,100,0.45,CA,1738531085
425,klippan,56.1356,13.1309,2.04,100,100,1.54,SE,1738531088
426,sukumo,32.9333,132.7333,7.05,89,97,4.47,JP,1738531089
427,collie,-33.3667,116.15,17.05,81,100,3.11,AU,1738531090
428,zouerate,22.7187,-12.4521,16.02,28,0,3.73,MR,1738531091
429,kununurra,-15.7667,128.7333,24.99,94,100,2.06,AU,1738531092
430,porto novo,6.4965,2.6036,27.3,77,90,2.73,BJ,1738530988
431,nishinoomote,30.7333,131.0,12.56,68,94,12.07,JP,1738531095
432,zhumysker,49.3333,49.4,-0.66,80,100,4.06,KZ,1738531096
433,sal rei,16.1833,-22.9167,20.84,65,0,10.74,CV,1738531098
434,harstad,68.799,16.5293,-1.58,78,7,5.67,NO,1738531099
435,puerto leguizamo,-0.1934,-74.7819,29.24,65,100,0.27,CO,1738531100
436,ronne,55.1009,14.7066,-0.05,93,100,0.51,DK,1738531101
437,groitzsch,51.2167,12.6167,1.59,75,86,1.2,DE,1738531103
438,ndjole,-0.1783,10.7649,24.83,94,94,0.46,GA,1738531104
439,trogir,43.5125,16.2517,11.03,76,20,3.09,HR,1738531105
440,pitimbu,-7.4706,-34.8086,27.37,73,50,5.22,BR,1738531106
441,prince rupert,54.3161,-130.3201,-6.17,38,0,9.77,CA,1738530982
442,phan rang-thap cham,11.5667,108.9833,20.57,81,16,1.88,VN,1738531109
443,vorkuta,67.5,64.0,-27.98,87,8,3.56,RU,1738531111
444,fale old settlement,-9.3852,-171.2468,28.46,71,82,6.3,TK,1738531112
445,bodo,67.28,14.405,1.02,51,0,8.23,NO,1738531113
446,tsengel,49.4783,100.8894,-23.54,94,17,2.3,MN,1738531114
447,al qadarif,14.0349,35.3834,25.88,32,6,4.18,SD,1738531115
448,loango,-4.6719,11.8312,26.51,82,91,1.72,CG,1738531116
449,altay,47.8667,88.1167,-15.88,73,81,3.18,CN,1738531118
450,zhezqazghan,47.7833,67.7667,-15.47,97,58,3.57,KZ,1738531119
451,key west,24.5557,-81.7826,26.11,83,40,4.12,US,1738531117
452,pingxiang,27.6167,113.85,5.95,96,100,0.48,CN,1738531121
453,esquel,-42.9,-71.3167,14.95,38,28,8.83,AR,1738531000
454,hit,33.6416,42.8251,11.92,35,0,3.04,IQ,1738531124
455,revda,56.801,59.9303,-0.43,92,100,3.83,RU,1738531125
456,presidente olegario,-18.4178,-46.4181,18.49,97,100,1.87,BR,1738531127
457,bubaque,11.2833,-15.8333,26.52,55,31,3.66,GW,1738531128
458,sur,22.5667,59.5289,18.34,50,1,1.47,OM,1738531129
459,chernyshevskiy,63.0128,112.4714,-42.76,100,69,1.45,RU,1738531130
460,rotterdam,51.9225,4.4792,0.5,90,100,0.97,NL,1738531131
461,chubbuck,42.9208,-112.4661,6.94,74,100,4.63,US,1738531132
462,bondoukou,8.0333,-2.8,28.11,16,84,2.19,CI,1738531133
463,hobyo,5.3505,48.5268,23.81,77,100,10.28,SO,1738531136
464,huilong,31.8111,121.655,4.38,82,97,5.88,CN,1738531137
465,alofi,-19.0595,-169.9187,29.94,74,75,4.63,NU,1738530974
466,banda aceh,5.5577,95.3222,25.02,81,70,5.62,ID,1738531139
467,carutapera,-1.195,-46.02,25.06,90,100,2.41,BR,1738531140
468,mugia,43.1041,-9.2179,9.95,61,25,7.06,ES,1738531141
469,paragominas,-2.9667,-47.4833,25.08,82,68,0.54,BR,1738531039
470,aykhal,66.0,111.5,-24.77,75,100,3.66,RU,1738531146
471,usinsk,65.9939,57.5281,-19.92,81,0,7.03,RU,1738531147
472,iskateley,67.6803,53.1512,-26.5,94,6,4.25,RU,1738531148
473,thunder bay,48.4001,-89.3168,-0.03,92,98,2.79,CA,1738530527
474,chingola,-12.529,27.8838,17.01,95,83,1.0,ZM,1738531151
475,cedeira,43.6797,-8.0209,9.99,87,97,8.0,ES,1738531152
476,nova sintra,14.8667,-24.7167,22.38,67,21,7.88,CV,1738531153
477,roma,43.2128,-75.4557,-5.19,68,100,6.69,US,1738531154
478,gadzhiyevo,69.2551,33.3362,-12.79,99,100,1.69,RU,1738531155
479,i-n-salah,27.1935,2.4607,15.27,26,0,4.9,DZ,1738531157
480,sao jose da coroa grande,-8.8978,-35.1478,27.04,71,2,4.53,BR,1738531158
481,quiberon,47.4841,-3.1196,6.22,80,18,4.67,FR,1738531159
482,kayangel,8.0823,134.7173,28.2,77,100,6.71,PW,1738531160
483,aweil,8.7682,27.4002,26.52,24,4,2.29,SS,1738531161
484,kanniyakumari,8.0833,77.5667,25.07,75,78,5.23,IN,1738531162
485,dhidhdhoo,6.8833,73.1,27.03,75,38,1.28,MV,1738531163
486,kulhudhuffushi,6.6221,73.07,27.25,77,50,2.99,MV,1738531165
487,gannan,47.9147,123.5031,-24.17,85,100,3.41,CN,1738531166
488,miller place,40.9598,-72.9962,-0.75,76,75,2.06,US,1738531167
489,la ronge,55.1001,-105.2842,-19.86,71,100,8.23,CA,1738531168
490,baruun-urt,46.6806,113.2792,-24.53,90,66,2.04,MN,1738531169
491,alta,69.9689,23.2717,-11.41,73,20,6.17,NO,1738531171
492,sinabang,2.4803,96.3801,26.09,84,89,1.58,ID,1738531172
493,jabat,7.75,168.9751,27.01,83,34,10.64,MH,1738531173
494,kruisfontein,-34.0033,24.7314,17.86,78,67,4.73,ZA,1738531174
495,kuytun,54.3419,101.5036,-21.27,100,100,0.39,RU,1738531175
496,gaalkacyo,6.7697,47.4308,20.63,71,62,7.55,SO,1738531176
497,malakal,9.5334,31.6605,29.09,22,6,3.96,SS,1738531178
498,zuera,41.8677,-0.7898,7.27,70,28,2.35,ES,1738531179
499,sungai penuh,-2.0833,101.3833,18.46,93,100,1.38,ID,1738531180
500,neiafu,-18.65,-173.9833,29.38,84,40,2.57,TO,1738531181
501,jiuquan,39.7432,98.5174,-8.06,56,31,1.17,CN,1738531183
502,saint-francois,46.4154,3.9054,0.92,94,0,1.03,FR,1738531184
503,dossor,47.5272,52.9811,-0.38,92,96,5.58,KZ,1738531185
504,sibiti,-3.6819,13.3499,20.73,98,100,0.9,CG,1738531188
505,karasburg,-28.0167,18.75,25.64,16,0,3.33,NA,1738531189
506,yelizovo,53.1873,158.3805,-13.92,61,0,3.0,RU,1738531190
507,ust'-kut,56.7938,105.7672,-31.1,100,98,0.28,RU,1738531191
508,leninskoye,41.7589,69.3864,-3.42,56,0,1.9,KZ,1738531192
509,cushing,35.9851,-96.767,21.06,19,0,3.6,US,1738531193
510,juan griego,11.0817,-63.9655,27.1,67,61,6.78,VE,1738531194
511,ugoofaaru,5.6667,73.0,27.39,75,64,5.09,MV,1738531196
512,ungsang-nodongjagu,42.3578,130.4622,-9.98,59,100,4.82,KP,1738531197
513,escarcega,18.6089,-90.7454,33.18,27,90,2.18,MX,1738531198
514,george,-33.963,22.4617,18.37,74,21,2.77,ZA,1738531199
515,martapura,-3.4167,114.85,23.67,90,100,0.81,ID,1738531200
516,sault ste. marie,46.5168,-84.3333,-2.84,74,100,4.12,CA,1738531190
517,louis trichardt,-23.0439,29.9032,23.12,70,74,1.59,ZA,1738531202
518,lyepyel',54.8814,28.6932,-0.71,86,100,4.58,BY,1738531204
519,enriquillo,17.9,-71.2333,26.26,69,0,5.96,DO,1738530974
520,mentor,41.6662,-81.3395,2.25,93,100,4.63,US,1738531038
521,russkaya polyana,49.417,31.9201,0.38,67,72,1.65,UA,1738531207
522,mezhdurechenskiy,59.6,65.9333,-11.75,96,100,2.11,RU,1738531208
523,pisco,-13.7,-76.2167,26.03,69,0,3.6,PE,1738531210
524,charlotte amalie,18.3419,-64.9307,26.85,74,20,6.17,VI,1738531211
525,fort bragg,35.139,-79.006,10.93,62,100,2.57,US,1738531212
526,saint-philippe,-21.3585,55.7679,27.46,90,100,8.94,RE,1738531213
527,minas de marcona,-15.2119,-75.1103,22.06,64,24,6.83,PE,1738531214
528,broome,42.2506,-75.833,-2.39,75,100,7.6,US,1738531216
529,la passe,45.5549,-0.8967,5.74,74,0,1.94,FR,1738531217
530,novodvinsk,64.4165,40.8122,-18.14,90,50,4.57,RU,1738531218
531,patterson,37.4716,-121.1297,19.44,64,100,3.5,US,1738531219
532,cide,41.8921,33.0044,8.59,87,100,2.17,TR,1738531220
533,caldwell,43.6629,-116.6874,4.75,94,100,3.09,US,1738530927
534,pandaria,22.2333,81.4167,19.66,41,7,1.36,IN,1738531223
535,puerto gaitan,4.3133,-72.0816,35.41,28,46,6.27,CO,1738531224
536,itoman,26.1247,127.6694,15.61,73,100,6.52,JP,1738531226
537,fort leonard wood,37.7057,-92.1572,20.1,32,0,2.06,US,1738531064
538,kolonia town,6.964,158.206,28.0,83,100,3.6,FM,1738531228
539,mar del plata,-38.0023,-57.5575,31.16,79,35,4.47,AR,1738530840
540,westport,41.1415,-73.3579,-1.78,80,40,3.6,US,1738531207
541,lhasa,29.65,91.1,-1.36,12,0,1.9,CN,1738531232
542,gulsehir,38.7459,34.6252,0.18,80,0,1.54,TR,1738531233
543,patnanungan,14.7833,122.1833,24.7,89,99,3.34,PH,1738531234
544,morinville,53.8001,-113.652,-23.07,76,100,7.2,CA,1738531235
545,namtsy,62.7161,129.6658,-44.51,100,68,1.54,RU,1738531236
546,indiantown,27.0273,-80.4856,27.77,71,99,2.92,US,1738531238
547,manjeshvar,12.7,74.8833,25.66,84,71,2.87,IN,1738531239
548,puerto madero,14.7208,-92.4215,32.11,55,0,5.14,MX,1738531240
549,mukalla,14.5425,49.1242,21.01,62,69,1.62,YE,1738531241
550,menongue,-14.6585,17.691,19.06,90,100,1.78,AO,1738531242
551,princeton,25.5384,-80.4089,27.78,77,20,5.66,US,1738530418
552,playa blanca,28.8643,-13.8281,17.06,77,45,8.26,ES,1738531246
553,coahuayana de hidalgo,18.7,-103.6583,32.29,31,0,2.82,MX,1738531247
554,lata,40.1629,-8.3327,7.31,71,99,3.29,PT,1738531248
555,lucas,41.6501,-83.6666,2.27,90,100,2.06,US,1738531249
556,maintirano,-18.0667,44.0167,26.87,86,100,2.48,MG,1738531250
557,padang,-0.9492,100.3543,26.03,90,100,2.3,ID,1738531096
558,luderitz,-26.6481,15.1594,18.91,67,0,10.92,NA,1738531253
559,olmaliq,40.8447,69.5983,1.04,52,0,1.49,UZ,1738531254
560,happy valley-goose bay,53.3168,-60.3315,-19.83,41,0,5.14,CA,1738531255
561,pago pago,-14.2781,-170.7025,30.55,66,75,3.09,AS,1738531256
